applicant_id,applicant_name,cibil_score,existing_loans_lakhs,bank_account_verified,pan_verified,udyam_registration_no,gstin_status,project_report_attached,collateral_value_lakhs,business_vintage_years,monthly_cashflow_avg_inr,document_completeness_pct,target_readiness_score
ENT_IN_21109,Neha Banerjee,795,3.81,1,1,NOT_REGISTERED,ACTIVE,1,9.03,9.9,65326,78.8,91.9
ENT_IN_21110,Ramesh Joshi,770,7.27,1,1,UDYAM-TN-03-3390369,NOT_APPLICABLE,1,3.84,4.1,371633,53.2,94.1
ENT_IN_21111,Rohan Shah,789,11.52,1,1,UDYAM-GJ-03-3553477,NOT_APPLICABLE,1,6.46,7.2,146045,98.7,99.2
ENT_IN_21112,Arjun Nair,0,8.36,1,1,NOT_REGISTERED,NOT_APPLICABLE,1,33.8,4.8,356508,94.0,63.9
ENT_IN_21113,Ashok Patil,727,19.62,1,1,UDYAM-UP-03-2232854,NOT_APPLICABLE,1,18.41,10.0,337883,62.4,85.4
ENT_IN_21114,Gurpreet Reddy,650,23.76,1,1,UDYAM-KA-03-4852252,UNREGISTERED,1,14.85,11.1,158146,46.9,77.1
ENT_IN_21115,Ramesh Gowda,799,4.88,0,1,UDYAM-TN-03-8707567,ACTIVE,1,28.28,8.8,411032,80.4,94.8
ENT_IN_21116,Simran Nair,718,1.99,1,1,UDYAM-MH-03-2836111,NOT_APPLICABLE,1,43.52,8.6,428733,61.9,83.1
ENT_IN_21117,Shweta Khan,822,12.78,1,1,UDYAM-KA-03-6159276,ACTIVE,1,20.85,10.1,59188,81.5,100.0
ENT_IN_21118,Vijay Kaur,744,15.8,1,1,UDYAM-MH-03-4271401,NOT_APPLICABLE,1,41.65,0.0,141605,74.8,79.9
ENT_IN_21119,Savita Chaudhary,579,7.19,0,1,UDYAM-GJ-03-4780881,ACTIVE,1,36.7,2.2,382054,57.2,69.9
ENT_IN_21120,Ganesh Chatterjee,761,18.63,1,1,UDYAM-GJ-03-1396632,ACTIVE,0,31.69,1.1,226167,95.7,100.0
ENT_IN_21121,Lakshmi Patil,589,1.33,1,0,UDYAM-TN-03-5140498,NOT_APPLICABLE,0,28.68,0.9,94453,71.3,53.9
ENT_IN_21122,Lakshmi Yadav,0,17.25,1,1,UDYAM-TN-03-9059667,NOT_APPLICABLE,1,19.59,7.9,166403,72.8,61.4
ENT_IN_21123,Anita Mehta,658,24.59,1,1,NOT_REGISTERED,ACTIVE,1,30.77,11.2,41486,65.1,73.8
ENT_IN_21124,Geeta Joshi,777,0.26,1,1,UDYAM-TN-03-4825761,NOT_APPLICABLE,1,32.8,6.7,220625,55.0,93.0
ENT_IN_21125,Preeti Patel,807,7.95,1,1,UDYAM-PB-03-1689258,ACTIVE,1,18.89,4.1,274144,35.7,95.0
ENT_IN_21126,Mahesh Gowda,727,20.22,1,1,UDYAM-UP-03-2934749,NOT_APPLICABLE,1,2.12,1.8,447522,43.9,79.8
ENT_IN_21127,Manoj Verma,0,17.07,1,1,NOT_REGISTERED,NOT_APPLICABLE,1,40.59,2.5,206403,55.9,53.1
ENT_IN_21128,Kavita Joshi,784,4.91,1,1,UDYAM-TN-03-7967409,ACTIVE,0,34.25,10.4,432215,51.3,88.4
ENT_IN_21129,Arjun Deshmukh,565,6.17,1,1,UDYAM-MH-03-3514990,NOT_APPLICABLE,1,20.26,8.1,172709,52.6,65.2
ENT_IN_21130,Fatima Kaur,605,15.63,1,1,UDYAM-TN-03-6069657,ACTIVE,1,35.0,4.1,383406,84.7,85.0
ENT_IN_21131,Tariq Shah,823,14.5,1,1,UDYAM-UP-03-9880104,UNREGISTERED,1,3.9,9.5,338928,35.5,88.7
ENT_IN_21132,Mohammed Gowda,0,24.17,1,1,UDYAM-TN-03-1839657,NOT_APPLICABLE,0,6.78,9.7,435607,38.9,45.4
ENT_IN_21133,Rahul Verma,654,19.0,1,1,UDYAM-PB-03-7386748,ACTIVE,1,7.87,4.8,82975,53.4,84.0
ENT_IN_21134,Deepak Verma,564,8.9,1,0,UDYAM-KA-03-9274483,NOT_APPLICABLE,1,29.43,1.3,257243,85.4,72.9
ENT_IN_21135,Rohan Reddy,822,15.08,1,1,NOT_REGISTERED,NOT_APPLICABLE,1,16.02,7.5,146148,72.8,82.2
ENT_IN_21136,Harpreet Gowda,835,0.81,1,1,UDYAM-UP-03-7428147,UNREGISTERED,1,16.48,4.3,398333,83.6,96.6
ENT_IN_21137,Rohan Sharma,838,14.05,1,1,UDYAM-PB-03-9115541,UNREGISTERED,0,15.08,5.5,83477,86.2,85.9
ENT_IN_21138,Bhavna Gupta,828,3.69,1,1,UDYAM-TN-03-3282251,NOT_APPLICABLE,0,43.13,3.7,129139,58.8,80.5
ENT_IN_21139,Tariq Mishra,714,20.49,1,1,NOT_REGISTERED,NOT_APPLICABLE,1,14.81,7.3,253554,59.1,71.9
ENT_IN_21140,Rohan Chaudhary,682,19.88,1,1,NOT_REGISTERED,NOT_APPLICABLE,1,6.18,10.8,214097,90.7,81.5
ENT_IN_21141,Mahesh Chaudhary,773,2.52,1,1,NOT_REGISTERED,ACTIVE,1,39.73,0.6,279536,63.4,95.4
ENT_IN_21142,Seema Mehta,728,20.78,1,1,UDYAM-GJ-03-6792033,ACTIVE,1,5.33,10.2,339046,36.0,84.5
ENT_IN_21143,Rahul Das,830,23.78,1,1,UDYAM-KA-03-6040665,NOT_APPLICABLE,1,37.68,11.3,82613,77.3,90.5
ENT_IN_21144,Sunil Kulkarni,0,4.1,1,1,UDYAM-MH-03-4454994,NOT_APPLICABLE,1,2.31,6.7,373206,56.6,61.4
ENT_IN_21145,Bhavna Gupta,668,6.67,1,1,UDYAM-UP-03-1000730,NOT_APPLICABLE,1,17.58,1.7,403519,94.1,89.2
ENT_IN_21146,Radha Deshmukh,0,3.73,1,1,UDYAM-TN-03-9744281,ACTIVE,1,18.09,3.1,369237,59.4,67.3
ENT_IN_21147,Amit Mehta,612,4.93,1,1,UDYAM-TN-03-9917425,ACTIVE,0,39.91,11.3,211645,99.6,77.2
ENT_IN_21148,Dinesh Nair,594,16.59,1,1,UDYAM-TN-03-2898033,ACTIVE,1,7.49,11.6,356023,36.2,75.4
ENT_IN_21149,Harpreet Sheikh,774,21.42,1,1,UDYAM-GJ-03-3264976,ACTIVE,0,1.57,2.7,432112,69.3,89.4
ENT_IN_21150,Tariq Sharma,551,0.1,1,1,UDYAM-MH-03-1228203,NOT_APPLICABLE,0,24.29,2.1,127433,39.5,55.6
ENT_IN_21151,Amit Kaur,661,6.12,1,1,NOT_REGISTERED,ACTIVE,1,9.66,4.9,448982,76.1,88.0
ENT_IN_21152,Ayesha Kaur,822,9.45,1,0,UDYAM-MH-03-3027799,ACTIVE,1,15.14,2.6,239655,77.8,96.2
ENT_IN_21153,Kavita Mehta,623,10.98,1,1,UDYAM-TN-03-1771348,ACTIVE,0,18.79,9.5,398514,40.3,68.0
ENT_IN_21154,Anil Khan,679,24.04,1,1,UDYAM-UP-03-6645564,UNREGISTERED,1,44.41,2.7,244742,70.8,83.0
ENT_IN_21155,Rohan Reddy,780,13.66,1,1,UDYAM-KA-03-9256818,ACTIVE,0,37.58,8.9,82751,38.1,76.6
ENT_IN_21156,Vikram Patel,836,17.04,1,1,UDYAM-GJ-03-8565919,ACTIVE,1,17.1,4.8,302475,83.2,100.0
ENT_IN_21157,Anita Deshmukh,559,1.0,1,1,NOT_REGISTERED,NOT_APPLICABLE,1,6.1,5.0,22388,88.9,62.6
ENT_IN_21158,Mohammed Patil,790,15.82,1,1,UDYAM-UP-03-5566292,NOT_APPLICABLE,1,11.07,2.2,426122,55.2,92.1
ENT_IN_21159,Kiran Singh,0,7.31,1,1,UDYAM-TN-03-2831210,ACTIVE,1,28.63,4.9,103549,97.7,73.9
ENT_IN_21160,Ayesha Gupta,551,3.25,1,1,UDYAM-TN-03-4759974,NOT_APPLICABLE,1,4.4,7.0,195134,55.8,71.1
ENT_IN_21161,Sujata Nair,778,0.06,1,0,UDYAM-PB-03-2634323,NOT_APPLICABLE,1,13.91,11.4,189379,78.2,90.4
ENT_IN_21162,Tariq Mishra,752,23.19,1,1,NOT_REGISTERED,ACTIVE,0,9.31,6.6,383195,46.4,76.6
ENT_IN_21163,Anita Rao,726,20.65,1,1,UDYAM-UP-03-3781846,ACTIVE,1,11.51,5.2,138197,74.5,92.1
ENT_IN_21164,Amit Das,659,11.0,1,1,NOT_REGISTERED,ACTIVE,1,14.78,5.7,41302,59.5,72.7
ENT_IN_21165,Gurpreet Gupta,691,17.28,1,1,NOT_REGISTERED,ACTIVE,1,4.79,6.4,368640,79.2,89.0
ENT_IN_21166,Sunita Banerjee,721,24.08,1,1,UDYAM-TN-03-6562786,ACTIVE,0,29.95,8.9,432626,85.0,89.2
ENT_IN_21167,Sujata Patel,824,8.04,1,1,UDYAM-PB-03-5753805,ACTIVE,1,18.83,5.9,182504,82.4,100.0
ENT_IN_21168,Shweta Joshi,0,22.65,1,1,UDYAM-GJ-03-6685519,NOT_APPLICABLE,1,43.09,2.8,56410,55.3,52.3
ENT_IN_21169,Meena Sheikh,576,2.1,1,1,UDYAM-GJ-03-2561019,ACTIVE,1,16.62,5.9,121101,63.5,75.7
ENT_IN_21170,Simran Banerjee,654,11.63,1,1,UDYAM-GJ-03-3325572,UNREGISTERED,1,38.11,7.5,180749,71.0,84.0
ENT_IN_21171,Ayesha Mehta,849,19.92,0,1,NOT_REGISTERED,ACTIVE,1,22.74,5.7,429380,77.8,87.9
ENT_IN_21172,Anita Khan,838,1.25,1,1,UDYAM-TN-03-3627380,UNREGISTERED,1,11.24,4.0,67711,59.9,84.7
ENT_IN_21173,Kiran Kumar,771,1.01,1,1,UDYAM-PB-03-1929785,NOT_APPLICABLE,1,17.88,5.5,15022,63.3,84.6
ENT_IN_21174,Sujata Reddy,742,8.72,1,1,UDYAM-MH-03-1377320,ACTIVE,1,31.31,6.1,49816,90.8,89.2
ENT_IN_21175,Shweta Singh,566,0.04,1,1,UDYAM-MH-03-5043331,UNREGISTERED,1,36.92,2.4,353302,73.4,75.7
ENT_IN_21176,Arjun Khan,0,23.92,1,0,UDYAM-TN-03-3985608,UNREGISTERED,1,20.77,4.4,110815,39.6,48.3
ENT_IN_21177,Karan Kaur,669,17.75,1,1,NOT_REGISTERED,NOT_APPLICABLE,1,38.91,2.4,225646,55.2,75.2
ENT_IN_21178,Dinesh Kumar,0,3.4,1,0,NOT_REGISTERED,ACTIVE,1,16.71,1.9,152267,90.2,56.8
ENT_IN_21179,Priya Kaur,779,13.83,1,0,UDYAM-UP-03-5724245,NOT_APPLICABLE,1,38.69,5.8,72758,77.7,80.7
ENT_IN_21180,Mamta Mishra,804,1.74,0,1,NOT_REGISTERED,ACTIVE,1,36.29,11.6,444605,98.1,91.8
ENT_IN_21181,Meena Patil,0,8.35,1,1,UDYAM-MH-03-4441050,NOT_APPLICABLE,1,6.78,3.4,410139,61.2,64.7
ENT_IN_21182,Sujata Rao,807,16.5,1,0,NOT_REGISTERED,NOT_APPLICABLE,0,41.08,9.1,197894,94.6,73.0
ENT_IN_21183,Kiran Kulkarni,698,1.83,1,1,UDYAM-KA-03-8434411,ACTIVE,1,40.02,9.4,299361,72.5,94.0
ENT_IN_21184,Mamta Sheikh,0,9.81,1,1,UDYAM-MH-03-8797573,NOT_APPLICABLE,1,6.15,7.9,124951,68.2,63.0
ENT_IN_21185,Neha Gowda,755,0.57,0,0,NOT_REGISTERED,ACTIVE,1,30.54,9.6,411012,55.8,76.7
ENT_IN_21186,Lakshmi Kaur,734,24.34,1,1,UDYAM-MH-03-7995086,NOT_APPLICABLE,1,11.44,10.6,23641,77.6,78.1
ENT_IN_21187,Sunil Gupta,0,2.23,1,1,UDYAM-UP-03-1721730,ACTIVE,1,41.44,2.8,299335,61.7,70.5
ENT_IN_21188,Vijay Deshmukh,0,8.13,1,1,NOT_REGISTERED,ACTIVE,0,11.76,1.0,239710,69.6,56.9
ENT_IN_21189,Radha Khan,594,17.94,1,1,NOT_REGISTERED,NOT_APPLICABLE,1,3.77,9.6,387593,39.0,62.1
ENT_IN_21190,Tariq Gupta,648,18.01,1,1,NOT_REGISTERED,UNREGISTERED,0,10.46,8.9,273745,79.9,58.0
ENT_IN_21191,Harpreet Nair,635,0.05,1,1,UDYAM-KA-03-8487856,ACTIVE,1,36.88,0.2,331105,98.6,91.1
ENT_IN_21192,Pooja Joshi,686,0.38,1,1,UDYAM-PB-03-2501721,UNREGISTERED,1,24.93,11.7,158010,75.4,85.4
ENT_IN_21193,Sujata Singh,637,24.15,1,1,NOT_REGISTERED,NOT_APPLICABLE,1,17.51,9.0,101530,91.3,69.8
ENT_IN_21194,Seema Deshmukh,631,3.09,1,1,UDYAM-MH-03-6745253,NOT_APPLICABLE,1,37.39,9.9,304618,67.5,76.7
ENT_IN_21195,Vikram Sharma,737,24.82,1,1,UDYAM-TN-03-2133820,ACTIVE,1,19.84,1.1,398061,58.8,88.9
ENT_IN_21196,Fatima Das,767,24.31,1,1,NOT_REGISTERED,ACTIVE,0,25.54,8.0,372113,35.4,78.7
ENT_IN_21197,Vijay Chaudhary,612,24.28,1,1,UDYAM-UP-03-4783585,ACTIVE,1,31.09,6.7,437285,48.6,79.7
ENT_IN_21198,Suresh Nair,727,6.91,1,1,NOT_REGISTERED,UNREGISTERED,1,10.02,0.7,259057,68.4,78.6
ENT_IN_21199,Geeta Gowda,593,8.41,1,0,NOT_REGISTERED,ACTIVE,1,36.21,2.4,245782,54.8,61.8
ENT_IN_21200,Vijay Kaur,755,14.17,1,0,NOT_REGISTERED,NOT_APPLICABLE,1,9.5,3.6,371960,99.8,88.9
ENT_IN_21201,Lakshmi Joshi,836,21.6,0,1,UDYAM-PB-03-4731799,NOT_APPLICABLE,1,29.23,0.2,447612,45.2,81.8
ENT_IN_21202,Anita Gupta,658,14.58,1,1,UDYAM-PB-03-3044690,ACTIVE,1,38.68,11.7,109576,68.2,84.1
ENT_IN_21203,Priya Das,654,19.17,0,1,NOT_REGISTERED,ACTIVE,1,34.71,10.1,261894,70.2,76.8
ENT_IN_21204,Kiran Verma,683,14.6,1,1,UDYAM-UP-03-8456143,NOT_APPLICABLE,1,8.25,8.5,250925,44.5,78.7
ENT_IN_21205,Seema Deshmukh,0,16.34,1,1,UDYAM-UP-03-6685972,NOT_APPLICABLE,1,34.83,6.7,31867,43.8,49.6
ENT_IN_21206,Ananya Yadav,847,10.91,1,1,NOT_REGISTERED,NOT_APPLICABLE,1,6.29,4.0,229575,93.5,91.8
ENT_IN_21207,Sunita Sharma,783,12.09,0,1,UDYAM-MH-03-1079288,ACTIVE,1,43.2,9.4,278128,99.2,100.0
ENT_IN_21208,Deepika Chatterjee,620,21.77,0,1,UDYAM-UP-03-2573518,NOT_APPLICABLE,1,39.5,8.2,444998,39.4,62.2
ENT_IN_21209,Amit Kumar,617,24.62,1,1,NOT_REGISTERED,UNREGISTERED,1,3.77,6.5,57218,96.1,68.9
ENT_IN_21210,Ananya Mehta,797,18.4,1,1,UDYAM-MH-03-5203071,UNREGISTERED,0,33.11,0.2,357263,37.5,77.8
ENT_IN_21211,Bhavna Khan,0,12.89,1,0,NOT_REGISTERED,NOT_APPLICABLE,1,18.55,11.5,63336,56.3,40.6
ENT_IN_21212,Mahesh Chaudhary,814,14.88,1,1,UDYAM-TN-03-4679219,ACTIVE,1,18.66,9.6,70507,52.0,89.9
ENT_IN_21213,Ananya Das,612,6.1,1,0,UDYAM-UP-03-7659793,NOT_APPLICABLE,0,13.45,11.5,317520,59.2,53.1
ENT_IN_21214,Sunil Gupta,758,17.53,1,1,NOT_REGISTERED,UNREGISTERED,1,16.78,2.6,133686,79.1,82.7
ENT_IN_21215,Amit Sharma,555,16.89,1,0,UDYAM-UP-03-3511739,ACTIVE,0,15.06,10.8,240539,48.7,57.0
ENT_IN_21216,Dinesh Verma,570,3.03,1,1,NOT_REGISTERED,ACTIVE,0,29.05,6.0,77035,40.9,48.0
ENT_IN_21217,Fatima Khan,710,6.89,1,1,UDYAM-PB-03-2250534,NOT_APPLICABLE,1,2.05,0.6,157423,50.5,79.9
ENT_IN_21218,Priya Deshmukh,642,18.36,1,1,UDYAM-TN-03-9872942,ACTIVE,1,13.64,1.4,18344,69.5,74.8
ENT_IN_21219,Karan Kaur,836,20.94,1,1,UDYAM-MH-03-6915359,NOT_APPLICABLE,1,38.26,10.1,260388,45.2,92.3
ENT_IN_21220,Suresh Reddy,0,14.12,1,1,UDYAM-MH-03-2216635,ACTIVE,1,34.07,7.1,87554,56.8,61.8
ENT_IN_21221,Savita Deshmukh,647,24.99,1,1,UDYAM-GJ-03-7695120,NOT_APPLICABLE,1,43.24,11.0,413644,82.7,77.0
ENT_IN_21222,Lakshmi Shah,744,16.16,1,1,UDYAM-MH-03-4420144,ACTIVE,1,35.71,11.6,100188,84.7,90.2
ENT_IN_21223,Vikram Sheikh,691,23.82,1,1,UDYAM-PB-03-1067655,ACTIVE,1,24.61,4.5,74003,81.2,85.6
ENT_IN_21224,Fatima Joshi,850,19.17,1,1,UDYAM-GJ-03-8959770,NOT_APPLICABLE,1,1.15,4.2,126656,70.8,88.6
ENT_IN_21225,Manoj Das,750,2.38,1,1,UDYAM-PB-03-6142902,UNREGISTERED,1,38.67,0.2,223756,68.2,92.5
ENT_IN_21226,Meena Chaudhary,619,3.29,1,1,NOT_REGISTERED,NOT_APPLICABLE,1,13.93,3.3,18204,95.8,64.7
ENT_IN_21227,Shweta Yadav,643,13.04,1,1,UDYAM-PB-03-3048110,NOT_APPLICABLE,1,34.71,0.8,418699,67.0,74.2
ENT_IN_21228,Harpreet Khan,653,20.49,1,1,UDYAM-KA-03-8427726,ACTIVE,0,41.9,3.3,165556,84.6,80.4
ENT_IN_21229,Prakash Chaudhary,842,20.72,1,1,UDYAM-UP-03-9050251,NOT_APPLICABLE,1,10.72,7.0,394346,75.3,97.6
ENT_IN_21230,Meena Verma,712,10.59,1,1,UDYAM-KA-03-3519750,UNREGISTERED,0,35.91,7.7,397947,91.6,79.5
ENT_IN_21231,Lakshmi Verma,754,17.27,1,1,UDYAM-UP-03-9143996,ACTIVE,1,31.74,9.4,135816,96.1,100.0
ENT_IN_21232,Manoj Singh,606,9.77,1,1,NOT_REGISTERED,ACTIVE,1,0.52,1.3,281119,94.8,77.7
ENT_IN_21233,Tariq Rao,582,19.8,1,1,NOT_REGISTERED,ACTIVE,1,12.87,6.8,47943,77.6,70.6
ENT_IN_21234,Mahesh Reddy,0,23.33,0,1,UDYAM-UP-03-7382164,ACTIVE,1,7.18,1.3,351062,75.2,66.6
ENT_IN_21235,Neha Mehta,0,19.76,1,0,UDYAM-TN-03-2713143,ACTIVE,0,30.9,9.4,261730,39.2,48.5
ENT_IN_21236,Priya Sharma,747,14.36,1,1,UDYAM-KA-03-7309117,ACTIVE,1,38.84,1.2,296602,73.8,92.1
ENT_IN_21237,Harpreet Kumar,583,17.97,1,1,UDYAM-KA-03-4245341,ACTIVE,1,28.2,5.0,300584,96.8,87.8
ENT_IN_21238,Pooja Shah,602,23.51,1,1,UDYAM-TN-03-9918995,UNREGISTERED,1,40.89,2.5,128218,89.7,73.7
ENT_IN_21239,Sunita Joshi,610,2.35,1,1,NOT_REGISTERED,UNREGISTERED,0,27.26,1.9,166046,56.2,50.2
ENT_IN_21240,Radha Verma,603,24.69,1,0,UDYAM-TN-03-5621445,ACTIVE,1,19.21,6.0,114546,94.1,75.5
ENT_IN_21241,Rahul Nair,818,18.4,1,1,UDYAM-KA-03-7863899,ACTIVE,1,31.41,4.8,303200,82.8,100.0
ENT_IN_21242,Rahul Gowda,663,0.83,1,1,UDYAM-UP-03-7530924,NOT_APPLICABLE,0,23.58,10.4,33224,79.3,69.4
ENT_IN_21243,Geeta Kulkarni,573,1.64,1,1,UDYAM-UP-03-8028176,ACTIVE,1,39.83,3.7,320907,76.3,81.1
ENT_IN_21244,Simran Sheikh,582,18.18,1,0,NOT_REGISTERED,ACTIVE,1,35.43,2.7,340914,42.7,60.1
ENT_IN_21245,Rohan Patel,723,1.9,1,1,UDYAM-PB-03-2257802,NOT_APPLICABLE,1,5.07,1.4,152570,78.1,85.3
ENT_IN_21246,Geeta Gowda,575,14.14,1,1,NOT_REGISTERED,NOT_APPLICABLE,1,21.37,7.4,327726,45.6,63.3
ENT_IN_21247,Mahesh Reddy,820,10.43,1,1,UDYAM-TN-03-4443287,ACTIVE,1,38.67,1.6,94828,83.9,97.8
ENT_IN_21248,Anita Patil,672,10.01,1,1,UDYAM-UP-03-1511142,ACTIVE,0,35.89,10.6,256630,61.5,80.7
ENT_IN_21249,Kavita Kulkarni,0,18.78,1,0,NOT_REGISTERED,ACTIVE,0,39.95,0.2,415439,96.9,51.9
ENT_IN_21250,Suresh Deshmukh,0,13.5,1,1,NOT_REGISTERED,ACTIVE,0,12.11,6.5,15272,77.8,49.7
ENT_IN_21251,Sujata Gowda,698,24.84,1,0,NOT_REGISTERED,ACTIVE,1,38.17,10.3,412143,41.2,68.1
ENT_IN_21252,Prakash Gupta,818,8.85,1,0,UDYAM-UP-03-2259341,NOT_APPLICABLE,1,8.9,9.6,182428,40.3,80.2
ENT_IN_21253,Ayesha Verma,652,8.89,1,1,UDYAM-KA-03-9425292,ACTIVE,1,9.09,6.6,38574,72.9,82.8
ENT_IN_21254,Pooja Mehta,768,14.78,1,1,UDYAM-MH-03-7847685,ACTIVE,0,21.28,4.2,162324,85.4,93.2
ENT_IN_21255,Mahesh Das,708,15.98,1,1,UDYAM-MH-03-9748696,NOT_APPLICABLE,1,5.47,1.6,51174,92.4,81.7
ENT_IN_21256,Rohan Joshi,685,7.69,1,1,NOT_REGISTERED,NOT_APPLICABLE,1,14.86,5.2,430325,40.4,70.5
ENT_IN_21257,Dinesh Joshi,0,3.84,1,1,UDYAM-UP-03-5466891,NOT_APPLICABLE,1,36.6,4.0,380874,44.0,56.1
ENT_IN_21258,Priya Khan,734,14.53,1,1,UDYAM-GJ-03-8191523,UNREGISTERED,1,10.59,0.0,431469,62.1,85.7
ENT_IN_21259,Dinesh Khan,690,7.49,1,1,UDYAM-KA-03-7116506,ACTIVE,1,3.82,8.8,321559,72.8,94.2
ENT_IN_21260,Pradeep Patil,618,19.69,1,1,UDYAM-KA-03-8116151,ACTIVE,1,23.0,9.8,237036,49.6,75.1
ENT_IN_21261,Seema Kumar,779,10.17,1,0,NOT_REGISTERED,NOT_APPLICABLE,1,2.67,5.0,408317,74.3,83.3
ENT_IN_21262,Suresh Patil,807,23.33,1,1,UDYAM-GJ-03-3129372,ACTIVE,1,30.74,11.0,170732,55.3,96.6
ENT_IN_21263,Sunita Sharma,0,8.8,1,1,UDYAM-UP-03-5777173,ACTIVE,1,7.87,10.5,180805,90.8,73.5
ENT_IN_21264,Pooja Gowda,845,6.75,1,0,NOT_REGISTERED,NOT_APPLICABLE,1,34.56,8.5,296184,91.2,86.5
ENT_IN_21265,Sunita Nair,787,7.04,1,1,UDYAM-MH-03-4491372,NOT_APPLICABLE,1,33.72,3.2,37568,39.9,80.8
ENT_IN_21266,Rajesh Banerjee,847,13.42,1,1,UDYAM-UP-03-8124907,UNREGISTERED,0,26.85,9.1,324602,93.6,92.9
ENT_IN_21267,Vikram Yadav,0,19.99,0,1,UDYAM-PB-03-1804253,ACTIVE,0,44.4,7.6,220846,37.7,46.6
ENT_IN_21268,Sunita Kaur,619,18.52,1,1,UDYAM-GJ-03-2167964,ACTIVE,1,13.53,4.8,219596,68.8,79.2
ENT_IN_21269,Pooja Singh,779,20.51,1,1,NOT_REGISTERED,ACTIVE,1,43.18,11.2,303049,47.1,86.2
ENT_IN_21270,Sujata Sheikh,735,8.79,1,1,UDYAM-GJ-03-8552673,NOT_APPLICABLE,1,34.27,3.1,208075,83.2,88.5
ENT_IN_21271,Harpreet Yadav,739,4.24,1,1,UDYAM-MH-03-1813934,NOT_APPLICABLE,1,43.93,6.0,393838,54.5,81.9
ENT_IN_21272,Neha Sheikh,706,20.04,1,1,UDYAM-MH-03-4725849,NOT_APPLICABLE,1,16.02,8.2,287577,45.3,81.6
ENT_IN_21273,Manoj Kulkarni,668,7.7,0,1,UDYAM-MH-03-3638108,NOT_APPLICABLE,1,6.97,10.7,345461,91.4,81.5
ENT_IN_21274,Radha Das,819,3.14,1,1,UDYAM-KA-03-1827091,NOT_APPLICABLE,0,29.29,11.7,306730,62.3,80.8
ENT_IN_21275,Ashok Banerjee,0,15.31,1,1,UDYAM-MH-03-2352859,ACTIVE,1,25.86,0.2,52423,78.4,69.0
ENT_IN_21276,Arjun Joshi,0,2.12,1,1,UDYAM-PB-03-5890231,NOT_APPLICABLE,1,41.6,5.9,128523,75.3,62.7
ENT_IN_21277,Geeta Sharma,794,5.56,0,1,UDYAM-GJ-03-5040798,NOT_APPLICABLE,1,28.77,3.5,17351,50.2,75.6
ENT_IN_21278,Meena Gupta,662,3.8,1,1,UDYAM-MH-03-4458933,ACTIVE,1,33.69,10.9,298189,62.7,92.6
ENT_IN_21279,Simran Gowda,631,1.36,1,1,NOT_REGISTERED,NOT_APPLICABLE,1,33.16,10.9,389288,50.6,60.2
ENT_IN_21280,Deepika Kulkarni,848,11.63,1,1,UDYAM-MH-03-5272491,UNREGISTERED,1,34.45,10.5,193738,66.1,93.6
ENT_IN_21281,Rahul Das,631,24.71,1,1,UDYAM-TN-03-5824386,NOT_APPLICABLE,1,44.65,1.5,381382,62.3,75.7
ENT_IN_21282,Lakshmi Banerjee,762,5.1,1,1,UDYAM-UP-03-3305776,ACTIVE,1,5.95,4.9,312900,92.8,100.0
ENT_IN_21283,Arjun Verma,754,13.96,1,0,UDYAM-KA-03-8749506,ACTIVE,0,15.18,4.7,177806,54.4,81.5
ENT_IN_21284,Sunil Verma,577,19.92,1,1,NOT_REGISTERED,ACTIVE,1,2.48,9.7,305306,60.1,72.0
ENT_IN_21285,Anita Deshmukh,593,15.81,1,1,UDYAM-GJ-03-1813883,UNREGISTERED,1,29.05,12.0,78265,69.1,67.9
ENT_IN_21286,Deepak Gowda,616,5.26,1,1,UDYAM-KA-03-6896957,NOT_APPLICABLE,1,29.94,6.5,300664,82.4,80.1
ENT_IN_21287,Suresh Reddy,775,24.98,1,1,UDYAM-MH-03-1309195,NOT_APPLICABLE,1,39.84,11.9,27279,37.6,77.3
ENT_IN_21288,Kiran Kulkarni,608,1.87,1,1,NOT_REGISTERED,ACTIVE,1,24.41,4.6,18224,50.9,62.7
ENT_IN_21289,Anil Joshi,635,8.57,1,1,UDYAM-KA-03-3546956,ACTIVE,1,33.58,4.1,334426,79.2,85.7
ENT_IN_21290,Arjun Kulkarni,824,19.5,1,0,UDYAM-KA-03-6353593,NOT_APPLICABLE,1,42.91,5.5,178625,76.2,87.3
ENT_IN_21291,Vijay Reddy,812,21.41,1,1,UDYAM-KA-03-2823109,ACTIVE,0,41.29,9.8,122490,70.8,86.3
ENT_IN_21292,Mahesh Sharma,832,13.22,1,1,UDYAM-MH-03-1543873,ACTIVE,1,17.26,0.2,346682,53.4,100.0
ENT_IN_21293,Dinesh Chaudhary,726,21.18,1,0,UDYAM-UP-03-8498056,NOT_APPLICABLE,1,44.26,8.6,126707,37.3,63.2
ENT_IN_21294,Kiran Mehta,555,13.2,1,1,UDYAM-TN-03-1101090,NOT_APPLICABLE,1,8.72,8.2,224749,68.5,75.8
ENT_IN_21295,Tariq Kaur,0,0.18,1,1,NOT_REGISTERED,NOT_APPLICABLE,1,4.46,7.5,329587,95.2,63.8
ENT_IN_21296,Manoj Nair,748,15.91,1,0,UDYAM-KA-03-6648548,ACTIVE,1,13.41,2.1,41359,39.2,67.2
ENT_IN_21297,Lakshmi Rao,648,23.81,1,1,UDYAM-UP-03-4880406,ACTIVE,1,23.41,3.4,19382,64.2,70.6
