application_id,applicant_name,state,reported_annual_income_inr,tax_vault_verified_income_inr,income_discrepancy_ratio,duplicate_bank_account_flag,duplicate_aadhaar_flag,ip_geo_mismatch,ip_address_changes_count,document_forgery_risk_score,caste_certificate_verification_status,target_is_fraudulent
FRAUD_IN_40632,Sunil Mehta,Odisha,97490,99503,1.02,0,0,0,1,0.22,NOT_REQUIRED,0
FRAUD_IN_40633,Deepak Mehta,Tamil Nadu,407850,451479,1.11,0,0,0,1,0.01,VERIFIED_VALID,0
FRAUD_IN_40634,Sujata Chatterjee,Kerala,402522,423069,1.05,0,0,0,2,0.17,VERIFIED_VALID,0
FRAUD_IN_40635,Gurpreet Deshmukh,Tamil Nadu,361792,389568,1.08,0,0,0,4,0.12,NOT_REQUIRED,0
FRAUD_IN_40636,Tariq Das,Rajasthan,338734,380379,1.12,0,0,0,3,0.03,VERIFIED_VALID,0
FRAUD_IN_40637,Neha Patil,Assam,92115,97430,1.06,0,0,0,3,0.05,VERIFIED_VALID,0
FRAUD_IN_40638,Meena Kaur,Rajasthan,248811,1103113,4.43,0,0,1,24,0.83,FAKE_CERTIFICATE,1
FRAUD_IN_40639,Rekha Reddy,Rajasthan,169649,167539,0.99,0,0,0,1,0.08,VERIFIED_VALID,0
FRAUD_IN_40640,Mahesh Mehta,Uttar Pradesh,229678,248918,1.08,0,0,0,1,0.11,NOT_REQUIRED,0
FRAUD_IN_40641,Deepak Gupta,Odisha,303058,317668,1.05,0,0,1,3,0.16,NOT_REQUIRED,0
FRAUD_IN_40642,Anita Yadav,Punjab,260303,274500,1.05,0,0,0,1,0.01,VERIFIED_VALID,0
FRAUD_IN_40643,Vikram Mehta,West Bengal,266302,1805463,6.78,1,0,1,27,0.9,SUSPICIOUS,1
FRAUD_IN_40644,Neha Nair,Karnataka,125889,143100,1.14,0,0,0,2,0.18,VERIFIED_VALID,0
FRAUD_IN_40645,Fatima Gupta,Tamil Nadu,322924,336880,1.04,0,0,0,1,0.22,VERIFIED_VALID,0
FRAUD_IN_40646,Vijay Sheikh,Punjab,173407,162108,0.93,0,0,0,1,0.03,VERIFIED_VALID,0
FRAUD_IN_40647,Rohan Mehta,Haryana,226372,246902,1.09,0,0,0,3,0.04,VERIFIED_VALID,0
FRAUD_IN_40648,Seema Gupta,Uttar Pradesh,313893,292128,0.93,0,0,0,2,0.22,VERIFIED_VALID,0
FRAUD_IN_40649,Bhavna Shah,Madhya Pradesh,421596,429254,1.02,0,0,0,3,0.22,NOT_REQUIRED,0
FRAUD_IN_40650,Deepika Chatterjee,Kerala,387028,405835,1.05,0,0,0,3,0.18,VERIFIED_VALID,0
FRAUD_IN_40651,Deepak Patil,Tamil Nadu,446268,443002,0.99,0,0,0,3,0.18,VERIFIED_VALID,0
FRAUD_IN_40652,Geeta Das,Gujarat,374193,362850,0.97,0,0,0,4,0.11,VERIFIED_VALID,0
FRAUD_IN_40653,Vikram Kumar,West Bengal,190809,1020451,5.35,1,1,1,11,0.92,SUSPICIOUS,1
FRAUD_IN_40654,Rohan Mishra,Punjab,149939,154184,1.03,0,0,0,1,0.13,VERIFIED_VALID,0
FRAUD_IN_40655,Mohammed Patil,Madhya Pradesh,262119,1496262,5.71,1,0,1,33,0.91,SUSPICIOUS,1
FRAUD_IN_40656,Savita Verma,Kerala,117067,575984,4.92,1,0,1,32,0.89,SUSPICIOUS,1
FRAUD_IN_40657,Pooja Kumar,Maharashtra,220840,247289,1.12,0,0,0,1,0.17,VERIFIED_VALID,0
FRAUD_IN_40658,Savita Joshi,West Bengal,55682,56526,1.02,0,0,0,2,0.11,VERIFIED_VALID,0
FRAUD_IN_40659,Ashok Rao,Kerala,153043,838388,5.48,1,0,0,28,0.8,FAKE_CERTIFICATE,1
FRAUD_IN_40660,Radha Patil,Tamil Nadu,253828,279486,1.1,0,0,0,4,0.01,VERIFIED_VALID,0
FRAUD_IN_40661,Deepika Patel,Punjab,377778,1846567,4.89,1,0,0,16,0.79,SUSPICIOUS,1
FRAUD_IN_40662,Prakash Reddy,Assam,86879,81242,0.94,0,0,0,2,0.07,VERIFIED_VALID,0
FRAUD_IN_40663,Deepak Verma,Karnataka,148405,139774,0.94,0,0,0,4,0.07,VERIFIED_VALID,0
FRAUD_IN_40664,Prakash Rao,Bihar,74978,79345,1.06,0,0,0,1,0.14,VERIFIED_VALID,0
FRAUD_IN_40665,Kavita Mishra,Assam,252162,282179,1.12,0,0,0,4,0.13,VERIFIED_VALID,0
FRAUD_IN_40666,Preeti Kaur,Maharashtra,449839,427058,0.95,0,0,0,4,0.15,NOT_REQUIRED,0
FRAUD_IN_40667,Ayesha Kumar,West Bengal,45660,47554,1.04,0,0,0,2,0.09,VERIFIED_VALID,0
FRAUD_IN_40668,Ashok Shah,Punjab,394180,3007292,7.63,1,1,0,15,0.75,UNVERIFIED,1
FRAUD_IN_40669,Deepak Singh,Kerala,130626,124731,0.95,0,0,0,1,0.01,VERIFIED_VALID,0
FRAUD_IN_40670,Karan Rao,Madhya Pradesh,329534,932452,2.83,1,0,1,33,0.72,FAKE_CERTIFICATE,1
FRAUD_IN_40671,Radha Gowda,Punjab,245753,244814,1.0,0,0,0,2,0.08,VERIFIED_VALID,0
FRAUD_IN_40672,Sunita Chaudhary,Uttar Pradesh,118723,958811,8.08,1,1,1,34,0.71,SUSPICIOUS,1
FRAUD_IN_40673,Geeta Mishra,Assam,412500,1165172,2.82,1,1,1,15,0.9,SUSPICIOUS,1
FRAUD_IN_40674,Mahesh Chatterjee,Bihar,429207,1287577,3.0,1,0,1,28,0.88,UNVERIFIED,1
FRAUD_IN_40675,Vijay Singh,Tamil Nadu,432254,447284,1.03,0,0,0,4,0.1,VERIFIED_VALID,0
FRAUD_IN_40676,Sunil Banerjee,Uttar Pradesh,38322,39274,1.02,0,0,0,2,0.19,VERIFIED_VALID,0
FRAUD_IN_40677,Rahul Gupta,Karnataka,319604,343482,1.07,0,0,0,1,0.19,NOT_REQUIRED,0
FRAUD_IN_40678,Lakshmi Gupta,Haryana,304630,303605,1.0,0,0,0,1,0.1,VERIFIED_VALID,0
FRAUD_IN_40679,Rajesh Das,West Bengal,326118,324613,1.0,0,0,0,2,0.19,VERIFIED_VALID,0
FRAUD_IN_40680,Preeti Kumar,Haryana,285539,300397,1.05,0,0,0,3,0.12,NOT_REQUIRED,0
FRAUD_IN_40681,Deepika Das,Haryana,366860,405185,1.1,0,0,1,1,0.03,VERIFIED_VALID,0
FRAUD_IN_40682,Geeta Gupta,West Bengal,260233,270165,1.04,0,0,0,1,0.04,VERIFIED_VALID,0
FRAUD_IN_40683,Savita Gowda,Tamil Nadu,245210,227984,0.93,0,0,0,3,0.21,VERIFIED_VALID,0
FRAUD_IN_40684,Ganesh Gowda,Madhya Pradesh,169540,171899,1.01,0,0,0,2,0.13,VERIFIED_VALID,0
FRAUD_IN_40685,Anita Mehta,Kerala,121110,133633,1.1,0,0,0,2,0.2,VERIFIED_VALID,0
FRAUD_IN_40686,Rahul Mehta,Maharashtra,438892,462537,1.05,0,0,0,1,0.15,NOT_REQUIRED,0
FRAUD_IN_40687,Vijay Chatterjee,Odisha,208218,230159,1.11,0,0,0,3,0.15,VERIFIED_VALID,0
FRAUD_IN_40688,Tariq Reddy,Karnataka,286057,312867,1.09,0,0,0,2,0.11,VERIFIED_VALID,0
FRAUD_IN_40689,Ganesh Sheikh,Uttar Pradesh,310993,312713,1.01,0,0,0,1,0.03,VERIFIED_VALID,0
FRAUD_IN_40690,Mohammed Das,Bihar,292914,2174848,7.42,0,0,1,27,0.88,UNVERIFIED,1
FRAUD_IN_40691,Rohan Mishra,Kerala,156517,774007,4.95,1,1,0,19,0.73,UNVERIFIED,1
FRAUD_IN_40692,Preeti Kaur,Kerala,138911,133519,0.96,0,0,0,1,0.2,VERIFIED_VALID,0
FRAUD_IN_40693,Anil Das,West Bengal,225551,225921,1.0,0,0,0,1,0.16,VERIFIED_VALID,0
FRAUD_IN_40694,Mahesh Mishra,Karnataka,325962,304335,0.93,0,0,0,4,0.07,VERIFIED_VALID,0
FRAUD_IN_40695,Mahesh Joshi,Haryana,138595,130325,0.94,0,0,0,2,0.21,VERIFIED_VALID,0
FRAUD_IN_40696,Lakshmi Chatterjee,Assam,45318,50163,1.11,0,0,0,2,0.09,VERIFIED_VALID,0
FRAUD_IN_40697,Lakshmi Gupta,Gujarat,283850,262270,0.92,0,0,0,4,0.08,NOT_REQUIRED,0
FRAUD_IN_40698,Ashok Banerjee,Gujarat,360273,362441,1.01,0,0,0,2,0.07,VERIFIED_VALID,0
FRAUD_IN_40699,Meena Joshi,West Bengal,308760,342466,1.11,0,0,0,2,0.03,VERIFIED_VALID,0
FRAUD_IN_40700,Ayesha Kumar,Punjab,74346,72308,0.97,0,0,0,3,0.05,VERIFIED_VALID,0
FRAUD_IN_40701,Ananya Gowda,Uttar Pradesh,432317,461888,1.07,0,0,0,1,0.03,VERIFIED_VALID,0
FRAUD_IN_40702,Sunil Patel,Assam,220905,250270,1.13,0,0,0,2,0.01,VERIFIED_VALID,0
FRAUD_IN_40703,Shweta Das,Haryana,431057,454558,1.05,0,0,1,3,0.07,VERIFIED_VALID,0
FRAUD_IN_40704,Ganesh Verma,Kerala,353020,332967,0.94,0,0,0,2,0.05,VERIFIED_VALID,0
FRAUD_IN_40705,Sujata Khan,Rajasthan,404668,375202,0.93,0,0,0,3,0.04,VERIFIED_VALID,0
FRAUD_IN_40706,Savita Kaur,Karnataka,41461,45006,1.09,0,0,0,1,0.17,VERIFIED_VALID,0
FRAUD_IN_40707,Sunita Nair,Tamil Nadu,256367,254206,0.99,0,0,0,3,0.21,VERIFIED_VALID,0
FRAUD_IN_40708,Fatima Das,Uttar Pradesh,264832,264490,1.0,0,0,0,3,0.17,NOT_REQUIRED,0
FRAUD_IN_40709,Bhavna Banerjee,Kerala,109376,402000,3.68,1,1,1,17,0.7,UNVERIFIED,1
FRAUD_IN_40710,Preeti Reddy,Punjab,180300,851185,4.72,1,1,1,20,0.9,SUSPICIOUS,1
FRAUD_IN_40711,Neha Kumar,Tamil Nadu,190623,198156,1.04,0,0,0,4,0.09,VERIFIED_VALID,0
FRAUD_IN_40712,Mohammed Gupta,West Bengal,255253,252105,0.99,0,0,0,1,0.2,VERIFIED_VALID,0
FRAUD_IN_40713,Simran Chaudhary,Maharashtra,321616,303281,0.94,0,0,0,2,0.06,NOT_REQUIRED,0
FRAUD_IN_40714,Rohan Joshi,Haryana,74449,73534,0.99,0,0,0,3,0.07,VERIFIED_VALID,0
FRAUD_IN_40715,Ayesha Shah,West Bengal,157382,166633,1.06,0,0,0,2,0.12,VERIFIED_VALID,0
FRAUD_IN_40716,Ananya Verma,Kerala,306527,287560,0.94,0,0,0,2,0.09,VERIFIED_VALID,0
FRAUD_IN_40717,Lakshmi Banerjee,Punjab,345246,342492,0.99,0,0,0,2,0.07,VERIFIED_VALID,0
FRAUD_IN_40718,Gurpreet Banerjee,Punjab,377877,424154,1.12,0,0,0,2,0.08,VERIFIED_VALID,0
FRAUD_IN_40719,Mamta Nair,Punjab,251698,289436,1.15,0,0,0,4,0.15,NOT_REQUIRED,0
FRAUD_IN_40720,Rahul Sheikh,Gujarat,444126,442773,1.0,0,0,0,3,0.22,VERIFIED_VALID,0
FRAUD_IN_40721,Ananya Kumar,Assam,383210,386218,1.01,0,0,0,2,0.15,NOT_REQUIRED,0
FRAUD_IN_40722,Kiran Chatterjee,Punjab,175175,174101,0.99,0,0,0,1,0.22,VERIFIED_VALID,0
FRAUD_IN_40723,Sunita Reddy,Kerala,223755,207333,0.93,0,0,0,3,0.08,VERIFIED_VALID,0
FRAUD_IN_40724,Mahesh Sharma,Punjab,207520,193936,0.93,0,0,1,1,0.11,VERIFIED_VALID,0
FRAUD_IN_40725,Ramesh Rao,Maharashtra,205059,221795,1.08,0,0,0,4,0.04,VERIFIED_VALID,0
FRAUD_IN_40726,Ramesh Verma,Assam,403346,432921,1.07,0,0,0,3,0.07,NOT_REQUIRED,0
FRAUD_IN_40727,Mamta Gupta,Madhya Pradesh,180003,165636,0.92,0,0,0,3,0.04,VERIFIED_VALID,0
FRAUD_IN_40728,Mahesh Kulkarni,Odisha,311270,301653,0.97,0,0,0,2,0.1,VERIFIED_VALID,0
FRAUD_IN_40729,Pradeep Mishra,Odisha,85041,93072,1.09,0,0,0,3,0.11,VERIFIED_VALID,0
FRAUD_IN_40730,Vikram Kaur,Madhya Pradesh,374426,376228,1.0,0,0,0,4,0.1,VERIFIED_VALID,0
FRAUD_IN_40731,Arjun Sheikh,West Bengal,56185,57965,1.03,0,0,0,1,0.08,VERIFIED_VALID,0
FRAUD_IN_40732,Kavita Deshmukh,Gujarat,161008,174363,1.08,0,0,0,3,0.18,VERIFIED_VALID,0
FRAUD_IN_40733,Sangeeta Chaudhary,Odisha,184357,206618,1.12,0,0,0,1,0.17,VERIFIED_VALID,0
FRAUD_IN_40734,Sunil Kumar,Madhya Pradesh,327572,354767,1.08,0,0,0,1,0.19,VERIFIED_VALID,0
FRAUD_IN_40735,Karan Chatterjee,Madhya Pradesh,307200,351809,1.15,0,0,0,1,0.11,NOT_REQUIRED,0
FRAUD_IN_40736,Bhavna Nair,Karnataka,231538,228532,0.99,0,0,0,1,0.09,VERIFIED_VALID,0
FRAUD_IN_40737,Kiran Verma,Bihar,75913,79472,1.05,0,0,0,4,0.09,VERIFIED_VALID,0
FRAUD_IN_40738,Prakash Khan,Kerala,75290,76703,1.02,0,0,0,1,0.22,VERIFIED_VALID,0
FRAUD_IN_40739,Tariq Singh,Karnataka,428248,3040423,7.1,1,0,0,27,0.95,SUSPICIOUS,1
FRAUD_IN_40740,Sunil Nair,Tamil Nadu,171879,187238,1.09,0,0,0,1,0.02,VERIFIED_VALID,0
FRAUD_IN_40741,Simran Kaur,Punjab,345777,366781,1.06,0,0,0,1,0.06,VERIFIED_VALID,0
FRAUD_IN_40742,Sangeeta Gowda,Kerala,240706,272608,1.13,0,0,0,4,0.15,VERIFIED_VALID,0
FRAUD_IN_40743,Ramesh Deshmukh,Madhya Pradesh,260493,256309,0.98,0,0,0,1,0.16,VERIFIED_VALID,0
FRAUD_IN_40744,Meena Chatterjee,Punjab,73039,77421,1.06,0,0,0,1,0.16,VERIFIED_VALID,0
FRAUD_IN_40745,Meena Deshmukh,Tamil Nadu,139826,143825,1.03,0,0,0,3,0.05,VERIFIED_VALID,0
FRAUD_IN_40746,Anita Sharma,Haryana,394374,448919,1.14,0,0,0,1,0.15,VERIFIED_VALID,0
FRAUD_IN_40747,Simran Khan,Bihar,319776,322202,1.01,0,0,0,1,0.05,VERIFIED_VALID,0
FRAUD_IN_40748,Sangeeta Banerjee,Assam,160557,156761,0.98,0,0,0,3,0.2,VERIFIED_VALID,0
FRAUD_IN_40749,Karan Yadav,Gujarat,90144,97627,1.08,0,0,0,2,0.17,VERIFIED_VALID,0
FRAUD_IN_40750,Anita Das,Odisha,102054,115302,1.13,0,0,0,4,0.07,VERIFIED_VALID,0
FRAUD_IN_40751,Ramesh Rao,Rajasthan,112279,126316,1.13,0,0,0,3,0.05,VERIFIED_VALID,0
FRAUD_IN_40752,Priya Chatterjee,Madhya Pradesh,265003,298799,1.13,0,0,0,1,0.03,VERIFIED_VALID,0
FRAUD_IN_40753,Rohan Reddy,West Bengal,38294,36277,0.95,0,0,0,2,0.1,VERIFIED_VALID,0
FRAUD_IN_40754,Fatima Sharma,Karnataka,442949,475807,1.07,0,0,0,3,0.05,VERIFIED_VALID,0
FRAUD_IN_40755,Deepika Gupta,Gujarat,387988,404807,1.04,0,0,0,3,0.1,VERIFIED_VALID,0
FRAUD_IN_40756,Bhavna Mishra,Odisha,385751,438040,1.14,0,0,0,1,0.09,VERIFIED_VALID,0
FRAUD_IN_40757,Radha Sheikh,Haryana,43806,41436,0.95,0,0,0,3,0.05,VERIFIED_VALID,0
FRAUD_IN_40758,Seema Gowda,Odisha,399797,395838,0.99,0,0,0,2,0.15,VERIFIED_VALID,0
FRAUD_IN_40759,Tariq Mehta,Kerala,49145,47607,0.97,0,0,0,3,0.11,VERIFIED_VALID,0
FRAUD_IN_40760,Preeti Patil,Maharashtra,204698,197837,0.97,0,0,0,2,0.1,VERIFIED_VALID,0
FRAUD_IN_40761,Shweta Rao,Bihar,385971,355270,0.92,0,0,0,3,0.22,VERIFIED_VALID,0
FRAUD_IN_40762,Gurpreet Sharma,Maharashtra,366848,345858,0.94,0,0,0,4,0.19,NOT_REQUIRED,0
FRAUD_IN_40763,Sunil Kumar,Rajasthan,226276,244554,1.08,0,0,0,2,0.19,VERIFIED_VALID,0
FRAUD_IN_40764,Priya Sharma,Bihar,141476,131877,0.93,0,0,0,4,0.01,VERIFIED_VALID,0
FRAUD_IN_40765,Priya Nair,Rajasthan,308663,337901,1.09,0,0,0,4,0.08,NOT_REQUIRED,0
FRAUD_IN_40766,Pooja Rao,Tamil Nadu,166816,169118,1.01,0,0,0,3,0.2,NOT_REQUIRED,0
FRAUD_IN_40767,Ananya Gowda,Haryana,323182,332302,1.03,0,0,0,3,0.04,VERIFIED_VALID,0
FRAUD_IN_40768,Mamta Sheikh,Odisha,160325,149351,0.93,0,0,0,4,0.22,VERIFIED_VALID,0
FRAUD_IN_40769,Suresh Joshi,Karnataka,91875,710106,7.73,0,0,0,26,0.94,SUSPICIOUS,1
FRAUD_IN_40770,Mamta Deshmukh,Maharashtra,366432,342335,0.93,0,0,0,1,0.08,VERIFIED_VALID,0
FRAUD_IN_40771,Vijay Rao,Bihar,62729,358432,5.71,1,0,1,33,0.89,FAKE_CERTIFICATE,1
FRAUD_IN_40772,Dinesh Kaur,Punjab,389595,439649,1.13,0,0,0,2,0.12,VERIFIED_VALID,0
FRAUD_IN_40773,Karan Shah,Karnataka,265379,256204,0.97,0,0,0,3,0.1,VERIFIED_VALID,0
FRAUD_IN_40774,Sanjay Shah,Uttar Pradesh,344839,344668,1.0,0,0,0,4,0.0,VERIFIED_VALID,0
FRAUD_IN_40775,Deepak Gowda,Assam,320653,320349,1.0,0,0,0,3,0.2,VERIFIED_VALID,0
FRAUD_IN_40776,Deepika Deshmukh,Kerala,342441,350550,1.02,0,0,0,3,0.1,NOT_REQUIRED,0
FRAUD_IN_40777,Shweta Patel,Haryana,231098,245729,1.06,0,0,0,1,0.12,VERIFIED_VALID,0
FRAUD_IN_40778,Simran Das,Maharashtra,248036,245987,0.99,0,0,0,1,0.13,VERIFIED_VALID,0
FRAUD_IN_40779,Ganesh Kumar,Punjab,47498,44822,0.94,0,0,0,3,0.11,VERIFIED_VALID,0
FRAUD_IN_40780,Ganesh Mishra,Uttar Pradesh,260428,291778,1.12,0,0,0,4,0.04,VERIFIED_VALID,0
FRAUD_IN_40781,Priya Verma,Uttar Pradesh,55675,53804,0.97,0,0,0,4,0.1,VERIFIED_VALID,0
FRAUD_IN_40782,Kiran Verma,Madhya Pradesh,426850,408114,0.96,0,0,0,1,0.22,VERIFIED_VALID,0
FRAUD_IN_40783,Sujata Nair,Uttar Pradesh,265750,293348,1.1,0,0,0,1,0.05,NOT_REQUIRED,0
FRAUD_IN_40784,Prakash Gowda,Maharashtra,255531,275198,1.08,0,0,0,1,0.19,VERIFIED_VALID,0
FRAUD_IN_40785,Ananya Joshi,Haryana,69659,69056,0.99,0,0,0,2,0.06,VERIFIED_VALID,0
FRAUD_IN_40786,Deepak Singh,Bihar,147089,164684,1.12,0,0,0,4,0.18,VERIFIED_VALID,0
FRAUD_IN_40787,Manoj Das,Tamil Nadu,448320,435721,0.97,0,0,0,2,0.08,VERIFIED_VALID,0
FRAUD_IN_40788,Preeti Mehta,Madhya Pradesh,391229,403788,1.03,0,0,0,1,0.09,VERIFIED_VALID,0
FRAUD_IN_40789,Harpreet Gupta,Punjab,341167,388350,1.14,0,0,0,2,0.17,VERIFIED_VALID,0
FRAUD_IN_40790,Gurpreet Patil,Bihar,324857,333271,1.03,0,0,0,3,0.16,VERIFIED_VALID,0
FRAUD_IN_40791,Arjun Gupta,Kerala,398378,370484,0.93,0,0,0,4,0.03,VERIFIED_VALID,0
FRAUD_IN_40792,Sunita Reddy,Haryana,279773,2316019,8.28,1,1,1,12,0.92,UNVERIFIED,1
FRAUD_IN_40793,Tariq Das,Uttar Pradesh,215946,217779,1.01,0,0,0,3,0.19,VERIFIED_VALID,0
FRAUD_IN_40794,Mahesh Shah,Odisha,344447,377008,1.09,0,0,0,1,0.16,VERIFIED_VALID,0
FRAUD_IN_40795,Rohan Patel,Bihar,194487,197965,1.02,0,0,0,1,0.17,NOT_REQUIRED,0
FRAUD_IN_40796,Karan Rao,Tamil Nadu,114936,846337,7.36,0,0,1,34,0.8,UNVERIFIED,1
FRAUD_IN_40797,Lakshmi Nair,Assam,342117,373953,1.09,0,0,0,1,0.04,VERIFIED_VALID,0
FRAUD_IN_40798,Shweta Deshmukh,Tamil Nadu,88347,89752,1.02,0,0,0,3,0.0,VERIFIED_VALID,0
FRAUD_IN_40799,Lakshmi Patil,Rajasthan,317783,315029,0.99,0,0,0,3,0.05,VERIFIED_VALID,0
FRAUD_IN_40800,Sunita Das,Punjab,144575,151301,1.05,0,0,0,3,0.15,VERIFIED_VALID,0
FRAUD_IN_40801,Rekha Kumar,Kerala,267036,257408,0.96,0,0,0,3,0.15,NOT_REQUIRED,0
FRAUD_IN_40802,Kiran Gupta,Tamil Nadu,177576,172339,0.97,0,0,0,1,0.1,VERIFIED_VALID,0
FRAUD_IN_40803,Gurpreet Banerjee,Punjab,292451,324863,1.11,0,0,0,2,0.17,VERIFIED_VALID,0
FRAUD_IN_40804,Rajesh Mishra,Tamil Nadu,328875,328846,1.0,0,0,0,2,0.05,NOT_REQUIRED,0
FRAUD_IN_40805,Rajesh Patel,Assam,152863,167026,1.09,0,0,0,3,0.12,NOT_REQUIRED,0
FRAUD_IN_40806,Meena Patil,West Bengal,162880,180853,1.11,0,0,0,3,0.2,VERIFIED_VALID,0
FRAUD_IN_40807,Fatima Deshmukh,Maharashtra,217438,204944,0.94,0,0,0,2,0.13,VERIFIED_VALID,0
FRAUD_IN_40808,Mamta Sharma,Haryana,202966,225427,1.11,0,0,0,3,0.17,VERIFIED_VALID,0
FRAUD_IN_40809,Sunita Kaur,Tamil Nadu,400245,1253207,3.13,0,1,1,18,0.84,FAKE_CERTIFICATE,1
FRAUD_IN_40810,Mohammed Patil,Karnataka,443563,482023,1.09,0,0,0,4,0.09,NOT_REQUIRED,0
FRAUD_IN_40811,Sunil Rao,Punjab,74601,84097,1.13,0,0,0,3,0.03,VERIFIED_VALID,0
FRAUD_IN_40812,Fatima Kumar,Maharashtra,206228,232571,1.13,0,0,0,2,0.22,NOT_REQUIRED,0
FRAUD_IN_40813,Deepak Mehta,Maharashtra,101370,102570,1.01,0,0,0,2,0.1,NOT_REQUIRED,0
FRAUD_IN_40814,Deepak Gupta,Kerala,419033,480239,1.15,0,0,0,1,0.0,VERIFIED_VALID,0
FRAUD_IN_40815,Ramesh Chatterjee,Tamil Nadu,380005,423285,1.11,0,0,0,1,0.11,VERIFIED_VALID,0
FRAUD_IN_40816,Gurpreet Shah,Bihar,291529,334303,1.15,0,0,0,1,0.08,VERIFIED_VALID,0
FRAUD_IN_40817,Lakshmi Khan,Karnataka,208332,229368,1.1,0,0,0,1,0.09,VERIFIED_VALID,0
FRAUD_IN_40818,Ananya Shah,Uttar Pradesh,362915,334871,0.92,0,0,0,3,0.19,VERIFIED_VALID,0
FRAUD_IN_40819,Ananya Patel,Assam,79028,76269,0.97,0,0,0,3,0.02,VERIFIED_VALID,0
FRAUD_IN_40820,Priya Rao,Odisha,350983,377299,1.07,0,0,0,3,0.06,VERIFIED_VALID,0
FRAUD_IN_40821,Ganesh Singh,Tamil Nadu,52395,208231,3.97,1,1,1,33,0.7,UNVERIFIED,1
FRAUD_IN_40822,Manoj Banerjee,Uttar Pradesh,49666,50710,1.02,0,0,0,3,0.16,VERIFIED_VALID,0
FRAUD_IN_40823,Sangeeta Rao,Karnataka,288732,266044,0.92,0,0,0,1,0.05,NOT_REQUIRED,0
FRAUD_IN_40824,Shweta Das,Kerala,127425,144653,1.14,0,0,0,4,0.18,VERIFIED_VALID,0
FRAUD_IN_40825,Savita Verma,Punjab,223882,236601,1.06,0,0,0,1,0.13,VERIFIED_VALID,0
FRAUD_IN_40826,Karan Kulkarni,Rajasthan,388353,429509,1.11,0,0,0,1,0.09,VERIFIED_VALID,0
FRAUD_IN_40827,Priya Rao,Maharashtra,246375,1817374,7.38,0,0,1,22,0.93,FAKE_CERTIFICATE,1
FRAUD_IN_40828,Sangeeta Chaudhary,Haryana,125116,131879,1.05,0,0,0,1,0.08,NOT_REQUIRED,0
FRAUD_IN_40829,Ashok Das,Punjab,177942,184270,1.04,0,0,0,4,0.08,VERIFIED_VALID,0
FRAUD_IN_40830,Radha Patel,Odisha,260658,759834,2.92,1,1,1,30,0.78,SUSPICIOUS,1
FRAUD_IN_40831,Ashok Mishra,Haryana,281068,1624677,5.78,1,0,1,22,0.83,FAKE_CERTIFICATE,1
FRAUD_IN_40832,Kavita Joshi,Kerala,201731,209039,1.04,0,0,0,3,0.13,VERIFIED_VALID,0
FRAUD_IN_40833,Prakash Joshi,Odisha,422628,412723,0.98,0,0,0,3,0.14,VERIFIED_VALID,0
FRAUD_IN_40834,Gurpreet Reddy,Punjab,181109,185688,1.03,0,0,0,2,0.21,VERIFIED_VALID,0
FRAUD_IN_40835,Kavita Deshmukh,Odisha,43785,40979,0.94,0,0,0,1,0.03,VERIFIED_VALID,0
FRAUD_IN_40836,Simran Nair,Rajasthan,225558,220027,0.98,0,0,0,3,0.01,VERIFIED_VALID,0
FRAUD_IN_40837,Anil Gupta,Tamil Nadu,264526,259257,0.98,0,0,0,1,0.17,VERIFIED_VALID,0
FRAUD_IN_40838,Sunil Reddy,Assam,110006,125455,1.14,0,0,0,3,0.02,VERIFIED_VALID,0
FRAUD_IN_40839,Geeta Mehta,Bihar,323625,320000,0.99,0,0,0,4,0.15,VERIFIED_VALID,0
FRAUD_IN_40840,Gurpreet Nair,West Bengal,207528,195484,0.94,0,0,0,1,0.21,VERIFIED_VALID,0
FRAUD_IN_40841,Anita Nair,Kerala,234589,237292,1.01,0,0,0,1,0.06,VERIFIED_VALID,0
FRAUD_IN_40842,Priya Gupta,Rajasthan,243772,277814,1.14,0,0,0,3,0.22,VERIFIED_VALID,0
FRAUD_IN_40843,Sunita Das,West Bengal,40914,42870,1.05,0,0,0,1,0.08,VERIFIED_VALID,0
FRAUD_IN_40844,Sunita Singh,Gujarat,282566,290097,1.03,0,0,0,4,0.21,VERIFIED_VALID,0
FRAUD_IN_40845,Priya Chatterjee,Odisha,332882,370370,1.11,0,0,0,3,0.2,VERIFIED_VALID,0
FRAUD_IN_40846,Priya Sheikh,Uttar Pradesh,112870,127705,1.13,0,0,0,4,0.2,VERIFIED_VALID,0
FRAUD_IN_40847,Pradeep Patil,Uttar Pradesh,280261,1046223,3.73,0,0,1,27,0.93,UNVERIFIED,1
FRAUD_IN_40848,Simran Mishra,Kerala,435919,467400,1.07,0,0,0,1,0.06,VERIFIED_VALID,0
FRAUD_IN_40849,Manoj Reddy,Rajasthan,160320,162663,1.01,0,0,0,4,0.15,VERIFIED_VALID,0
FRAUD_IN_40850,Vijay Mishra,Tamil Nadu,365840,396102,1.08,0,0,0,1,0.17,VERIFIED_VALID,0
FRAUD_IN_40851,Ananya Chatterjee,Tamil Nadu,155064,177545,1.14,0,0,0,1,0.18,VERIFIED_VALID,0
FRAUD_IN_40852,Savita Deshmukh,Maharashtra,191473,209685,1.1,0,0,0,1,0.09,VERIFIED_VALID,0
FRAUD_IN_40853,Ganesh Patil,Maharashtra,255503,291331,1.14,0,0,0,1,0.04,VERIFIED_VALID,0
