student_id,student_name,gender,state,district,social_category,annual_family_income_inr,academic_marks_pct,education_level,course_name,institution_type,is_single_girl_child,is_orphan,scholarship_id,scholarship_name,scholarship_min_marks,scholarship_max_income,target_eligibility
STU_IN_31487,Rohan Mehta,Male,Punjab,Ludhiana,ST,158471,92.8,Undergraduate (UG),B.Tech Computer Science,Private Self-Financed,0,0,SCHOL_POST_MATRIC_SC,Post-Matric Scholarship for SC Students,50.0,250000,POTENTIALLY_ELIGIBLE
STU_IN_31488,Rahul Banerjee,Male,Madhya Pradesh,Indore,OBC,174929,91.3,School (9th-12th),BA Political Science,Government Institution,0,0,SCHOL_BEGUM_HAZRAT,Begum Hazrat Mahal National Scholarship for Minority Girls,50.0,200000,POTENTIALLY_ELIGIBLE
STU_IN_31489,Shweta Mishra,Female,Bihar,Muzaffarpur,EWS,115709,87.7,Postgraduate (PG),BA Political Science,Government Institution,0,0,SCHOL_PM_YASHASVI,PM YASHASVI Top Class School & College Education,60.0,250000,POTENTIALLY_ELIGIBLE
STU_IN_31490,Priya Rao,Female,Punjab,Mohali,OBC,190898,98.0,School (9th-12th),B.Com Honors,Government Institution,0,0,SCHOL_NMMSS,National Means-cum-Merit Scholarship Scheme,55.0,350000,POTENTIALLY_ELIGIBLE
STU_IN_31491,Amit Verma,Male,Karnataka,Bengaluru,SC,117246,89.0,School (9th-12th),Diploma Mechanical,Government Institution,0,0,SCHOL_PRAGATI_GIRLS,AICTE Pragati Scholarship for Girl Students,60.0,800000,POTENTIALLY_ELIGIBLE
STU_IN_31492,Ashok Sharma,Male,Punjab,Ludhiana,EWS,204354,60.7,School (9th-12th),B.Sc Agriculture,Private Self-Financed,0,0,SCHOL_PM_YASHASVI,PM YASHASVI Top Class School & College Education,60.0,250000,POTENTIALLY_ELIGIBLE
STU_IN_31493,Meena Khan,Female,Odisha,Cuttack,SC,187729,98.0,Postgraduate (PG),B.Sc Agriculture,Government Aided,0,0,SCHOL_NMMSS,National Means-cum-Merit Scholarship Scheme,55.0,350000,POTENTIALLY_ELIGIBLE
STU_IN_31494,Vijay Shah,Male,Bihar,Muzaffarpur,General,220004,69.8,School (9th-12th),Diploma Mechanical,Government Aided,0,0,SCHOL_PRAGATI_GIRLS,AICTE Pragati Scholarship for Girl Students,60.0,800000,POTENTIALLY_ELIGIBLE
STU_IN_31495,Harpreet Patel,Male,Odisha,Sambalpur,OBC,538940,59.0,School (9th-12th),B.Tech Computer Science,Government Institution,0,0,SCHOL_CENTRAL_SECTOR,Central Sector Scheme of Scholarships for University Students,80.0,450000,NOT_ELIGIBLE
STU_IN_31496,Vijay Mishra,Male,Uttar Pradesh,Varanasi,General,70408,95.6,Postgraduate (PG),Class 10 CBSE/State Board,Government Institution,0,1,SCHOL_NMMSS,National Means-cum-Merit Scholarship Scheme,55.0,350000,POTENTIALLY_ELIGIBLE
STU_IN_31497,Savita Nair,Female,Uttar Pradesh,Agra,SC,104114,87.5,Diploma / ITI,MBBS,Government Institution,0,0,SCHOL_PRAGATI_GIRLS,AICTE Pragati Scholarship for Girl Students,60.0,800000,POTENTIALLY_ELIGIBLE
STU_IN_31498,Lakshmi Nair,Female,Rajasthan,Bikaner,OBC,311695,77.4,Postgraduate (PG),Diploma Mechanical,Government Institution,1,0,SCHOL_CENTRAL_SECTOR,Central Sector Scheme of Scholarships for University Students,80.0,450000,VERIFY
STU_IN_31499,Rohan Das,Male,West Bengal,Durgapur,SC,45451,51.5,Undergraduate (UG),B.Tech Computer Science,Government Institution,0,0,SCHOL_BEGUM_HAZRAT,Begum Hazrat Mahal National Scholarship for Minority Girls,50.0,200000,POTENTIALLY_ELIGIBLE
STU_IN_31500,Anil Khan,Male,Haryana,Gurugram,SC,126196,97.6,Diploma / ITI,B.Tech Computer Science,Government Aided,0,0,SCHOL_CENTRAL_SECTOR,Central Sector Scheme of Scholarships for University Students,80.0,450000,POTENTIALLY_ELIGIBLE
STU_IN_31501,Pooja Chaudhary,Female,Maharashtra,Thane,OBC,181689,98.0,Undergraduate (UG),M.Sc Physics,Government Aided,0,1,SCHOL_ISHAN_UDAY,Ishan Uday Special Scholarship for North Eastern Region,60.0,450000,POTENTIALLY_ELIGIBLE
STU_IN_31502,Ganesh Mishra,Male,Odisha,Sambalpur,OBC,217982,59.2,School (9th-12th),MBBS,Government Institution,0,0,SCHOL_BEGUM_HAZRAT,Begum Hazrat Mahal National Scholarship for Minority Girls,50.0,200000,VERIFY
STU_IN_31503,Mohammed Verma,Male,Tamil Nadu,Chennai,General,380901,95.9,School (9th-12th),Class 10 CBSE/State Board,Private Self-Financed,0,0,SCHOL_POST_MATRIC_OBC,Post-Matric Scholarship for OBC Students,50.0,250000,VERIFY
STU_IN_31504,Sunita Kaur,Female,Madhya Pradesh,Bhopal,ST,102524,69.2,Diploma / ITI,Class 10 CBSE/State Board,Government Aided,0,0,SCHOL_BEGUM_HAZRAT,Begum Hazrat Mahal National Scholarship for Minority Girls,50.0,200000,POTENTIALLY_ELIGIBLE
STU_IN_31505,Arjun Kulkarni,Male,West Bengal,Asansol,EWS,823986,84.1,School (9th-12th),B.Com Honors,Private Self-Financed,0,0,SCHOL_BEGUM_HAZRAT,Begum Hazrat Mahal National Scholarship for Minority Girls,50.0,200000,VERIFY
STU_IN_31506,Manoj Mishra,Male,Odisha,Puri,SC,193250,60.2,Undergraduate (UG),Diploma Mechanical,Private Self-Financed,0,0,SCHOL_POST_MATRIC_OBC,Post-Matric Scholarship for OBC Students,50.0,250000,POTENTIALLY_ELIGIBLE
STU_IN_31507,Rahul Banerjee,Male,Uttar Pradesh,Prayagraj,General,216388,73.8,Postgraduate (PG),Class 10 CBSE/State Board,Government Institution,0,0,SCHOL_CENTRAL_SECTOR,Central Sector Scheme of Scholarships for University Students,80.0,450000,VERIFY
STU_IN_31508,Meena Das,Female,Odisha,Cuttack,OBC,76332,90.8,School (9th-12th),MBBS,Private Self-Financed,0,0,SCHOL_POST_MATRIC_OBC,Post-Matric Scholarship for OBC Students,50.0,250000,POTENTIALLY_ELIGIBLE
STU_IN_31509,Seema Deshmukh,Female,Rajasthan,Udaipur,General,103387,66.6,School (9th-12th),M.Sc Physics,Government Institution,1,0,SCHOL_PRAGATI_GIRLS,AICTE Pragati Scholarship for Girl Students,60.0,800000,POTENTIALLY_ELIGIBLE
STU_IN_31510,Savita Gupta,Female,West Bengal,Siliguri,OBC,219029,71.2,School (9th-12th),Class 12 Science,Government Aided,1,0,SCHOL_BEGUM_HAZRAT,Begum Hazrat Mahal National Scholarship for Minority Girls,50.0,200000,VERIFY
STU_IN_31511,Harpreet Kaur,Male,Assam,Tezpur,General,47967,48.5,Postgraduate (PG),B.Tech Computer Science,Government Institution,0,0,SCHOL_BEGUM_HAZRAT,Begum Hazrat Mahal National Scholarship for Minority Girls,50.0,200000,VERIFY
STU_IN_31512,Ananya Rao,Female,Assam,Guwahati,OBC,223235,56.3,Postgraduate (PG),M.Sc Physics,Government Aided,1,0,SCHOL_PRAGATI_GIRLS,AICTE Pragati Scholarship for Girl Students,60.0,800000,VERIFY
STU_IN_31513,Deepak Chaudhary,Male,Maharashtra,Thane,OBC,216356,48.8,Diploma / ITI,B.Sc Agriculture,Private Self-Financed,0,0,SCHOL_CENTRAL_SECTOR,Central Sector Scheme of Scholarships for University Students,80.0,450000,VERIFY
STU_IN_31514,Sangeeta Chaudhary,Female,Bihar,Purnia,OBC,389104,58.3,Postgraduate (PG),M.Sc Physics,Government Institution,0,0,SCHOL_POST_MATRIC_OBC,Post-Matric Scholarship for OBC Students,50.0,250000,VERIFY
STU_IN_31515,Mamta Kulkarni,Female,Tamil Nadu,Salem,OBC,612951,83.9,School (9th-12th),MBBS,Private Self-Financed,0,0,SCHOL_POST_MATRIC_SC,Post-Matric Scholarship for SC Students,50.0,250000,VERIFY
STU_IN_31516,Sangeeta Chaudhary,Female,Karnataka,Dharwad,SC,610463,78.7,Undergraduate (UG),Class 12 Science,Private Self-Financed,0,0,SCHOL_NMMSS,National Means-cum-Merit Scholarship Scheme,55.0,350000,VERIFY
STU_IN_31517,Meena Reddy,Female,Bihar,Patna,SC,73116,68.0,Undergraduate (UG),B.Sc Agriculture,Government Aided,0,0,SCHOL_POST_MATRIC_SC,Post-Matric Scholarship for SC Students,50.0,250000,POTENTIALLY_ELIGIBLE
STU_IN_31518,Gurpreet Patil,Male,Gujarat,Surat,OBC,705051,86.8,Undergraduate (UG),MBBS,Private Self-Financed,0,0,SCHOL_PRAGATI_GIRLS,AICTE Pragati Scholarship for Girl Students,60.0,800000,POTENTIALLY_ELIGIBLE
STU_IN_31519,Mamta Khan,Female,Karnataka,Mangaluru,OBC,634370,72.6,Postgraduate (PG),B.Tech Computer Science,Government Aided,1,0,SCHOL_PM_YASHASVI,PM YASHASVI Top Class School & College Education,60.0,250000,VERIFY
STU_IN_31520,Vijay Khan,Male,Gujarat,Surat,General,92054,59.7,Postgraduate (PG),B.Sc Agriculture,Government Institution,0,0,SCHOL_POST_MATRIC_OBC,Post-Matric Scholarship for OBC Students,50.0,250000,POTENTIALLY_ELIGIBLE
STU_IN_31521,Meena Patil,Female,Rajasthan,Udaipur,OBC,206833,88.0,Undergraduate (UG),MBBS,Private Self-Financed,1,0,SCHOL_BEGUM_HAZRAT,Begum Hazrat Mahal National Scholarship for Minority Girls,50.0,200000,VERIFY
STU_IN_31522,Savita Das,Female,West Bengal,Asansol,OBC,836741,80.8,Undergraduate (UG),Class 12 Science,Government Institution,1,0,SCHOL_PM_YASHASVI,PM YASHASVI Top Class School & College Education,60.0,250000,VERIFY
STU_IN_31523,Sunil Kumar,Male,Tamil Nadu,Madurai,EWS,137663,54.8,Postgraduate (PG),BA Political Science,Private Self-Financed,0,0,SCHOL_POST_MATRIC_SC,Post-Matric Scholarship for SC Students,50.0,250000,POTENTIALLY_ELIGIBLE
STU_IN_31524,Vikram Gupta,Male,West Bengal,Howrah,ST,238796,78.3,Diploma / ITI,Class 10 CBSE/State Board,Government Institution,0,0,SCHOL_PRAGATI_GIRLS,AICTE Pragati Scholarship for Girl Students,60.0,800000,POTENTIALLY_ELIGIBLE
STU_IN_31525,Priya Sharma,Female,Uttar Pradesh,Prayagraj,SC,77094,74.6,School (9th-12th),Class 12 Science,Government Institution,0,0,SCHOL_ISHAN_UDAY,Ishan Uday Special Scholarship for North Eastern Region,60.0,450000,POTENTIALLY_ELIGIBLE
STU_IN_31526,Geeta Khan,Female,Odisha,Cuttack,SC,177664,88.4,School (9th-12th),Class 12 Science,Government Institution,0,0,SCHOL_BEGUM_HAZRAT,Begum Hazrat Mahal National Scholarship for Minority Girls,50.0,200000,POTENTIALLY_ELIGIBLE
STU_IN_31527,Lakshmi Kaur,Female,Bihar,Bhagalpur,General,778571,84.8,Undergraduate (UG),BA Political Science,Government Institution,0,0,SCHOL_BEGUM_HAZRAT,Begum Hazrat Mahal National Scholarship for Minority Girls,50.0,200000,VERIFY
STU_IN_31528,Rohan Das,Male,Madhya Pradesh,Indore,ST,73699,78.7,Postgraduate (PG),M.Sc Physics,Government Institution,0,1,SCHOL_ISHAN_UDAY,Ishan Uday Special Scholarship for North Eastern Region,60.0,450000,POTENTIALLY_ELIGIBLE
STU_IN_31529,Radha Gupta,Female,Maharashtra,Pune,OBC,80981,92.8,Postgraduate (PG),B.Tech Computer Science,Government Institution,0,0,SCHOL_NMMSS,National Means-cum-Merit Scholarship Scheme,55.0,350000,POTENTIALLY_ELIGIBLE
STU_IN_31530,Prakash Sheikh,Male,Maharashtra,Nagpur,OBC,121063,55.2,Undergraduate (UG),BA Political Science,Government Institution,0,0,SCHOL_ISHAN_UDAY,Ishan Uday Special Scholarship for North Eastern Region,60.0,450000,VERIFY
STU_IN_31531,Bhavna Kumar,Female,Rajasthan,Jodhpur,OBC,603258,86.8,Diploma / ITI,MBBS,Government Institution,0,0,SCHOL_POST_MATRIC_OBC,Post-Matric Scholarship for OBC Students,50.0,250000,VERIFY
STU_IN_31532,Tariq Kaur,Male,Rajasthan,Bikaner,OBC,26548,83.9,Undergraduate (UG),Class 12 Science,Government Aided,0,0,SCHOL_NMMSS,National Means-cum-Merit Scholarship Scheme,55.0,350000,POTENTIALLY_ELIGIBLE
STU_IN_31533,Simran Khan,Female,Gujarat,Ahmedabad,OBC,227282,96.5,School (9th-12th),Class 10 CBSE/State Board,Government Aided,0,0,SCHOL_PRAGATI_GIRLS,AICTE Pragati Scholarship for Girl Students,60.0,800000,POTENTIALLY_ELIGIBLE
STU_IN_31534,Mamta Deshmukh,Female,Bihar,Darbhanga,General,157441,87.1,Diploma / ITI,M.Sc Physics,Private Self-Financed,0,0,SCHOL_NMMSS,National Means-cum-Merit Scholarship Scheme,55.0,350000,POTENTIALLY_ELIGIBLE
STU_IN_31535,Harpreet Verma,Male,Rajasthan,Bikaner,General,40874,76.4,Postgraduate (PG),B.Sc Agriculture,Government Institution,0,0,SCHOL_POST_MATRIC_SC,Post-Matric Scholarship for SC Students,50.0,250000,POTENTIALLY_ELIGIBLE
STU_IN_31536,Anita Shah,Female,Tamil Nadu,Tiruchirappalli,EWS,626108,91.0,Diploma / ITI,Class 12 Science,Government Aided,0,0,SCHOL_CENTRAL_SECTOR,Central Sector Scheme of Scholarships for University Students,80.0,450000,VERIFY
STU_IN_31537,Kiran Kulkarni,Female,Madhya Pradesh,Gwalior,OBC,235214,54.2,Diploma / ITI,Diploma Mechanical,Government Institution,1,0,SCHOL_PM_YASHASVI,PM YASHASVI Top Class School & College Education,60.0,250000,VERIFY
STU_IN_31538,Seema Khan,Female,Madhya Pradesh,Ujjain,General,546597,96.8,School (9th-12th),Diploma Mechanical,Government Institution,1,0,SCHOL_BEGUM_HAZRAT,Begum Hazrat Mahal National Scholarship for Minority Girls,50.0,200000,VERIFY
STU_IN_31539,Manoj Sheikh,Male,Karnataka,Dharwad,SC,108133,71.2,School (9th-12th),Class 10 CBSE/State Board,Government Aided,0,0,SCHOL_ISHAN_UDAY,Ishan Uday Special Scholarship for North Eastern Region,60.0,450000,POTENTIALLY_ELIGIBLE
STU_IN_31540,Mahesh Yadav,Male,Karnataka,Bengaluru,OBC,140896,96.7,Undergraduate (UG),M.Sc Physics,Government Aided,0,0,SCHOL_PRAGATI_GIRLS,AICTE Pragati Scholarship for Girl Students,60.0,800000,POTENTIALLY_ELIGIBLE
STU_IN_31541,Karan Joshi,Male,Bihar,Darbhanga,OBC,69288,71.2,School (9th-12th),Class 12 Science,Government Aided,0,0,SCHOL_ISHAN_UDAY,Ishan Uday Special Scholarship for North Eastern Region,60.0,450000,POTENTIALLY_ELIGIBLE
STU_IN_31542,Meena Patil,Female,Karnataka,Hubballi,ST,580462,70.2,Diploma / ITI,Diploma Mechanical,Government Institution,1,0,SCHOL_PRAGATI_GIRLS,AICTE Pragati Scholarship for Girl Students,60.0,800000,POTENTIALLY_ELIGIBLE
STU_IN_31543,Bhavna Shah,Female,Punjab,Amritsar,SC,237674,94.0,Diploma / ITI,Class 12 Science,Government Institution,0,0,SCHOL_CENTRAL_SECTOR,Central Sector Scheme of Scholarships for University Students,80.0,450000,POTENTIALLY_ELIGIBLE
STU_IN_31544,Prakash Das,Male,Odisha,Cuttack,OBC,84574,62.1,Undergraduate (UG),MBBS,Government Institution,0,0,SCHOL_BEGUM_HAZRAT,Begum Hazrat Mahal National Scholarship for Minority Girls,50.0,200000,POTENTIALLY_ELIGIBLE
STU_IN_31545,Deepika Nair,Female,Madhya Pradesh,Ujjain,General,168262,86.7,Undergraduate (UG),B.Tech Computer Science,Private Self-Financed,1,0,SCHOL_PM_YASHASVI,PM YASHASVI Top Class School & College Education,60.0,250000,POTENTIALLY_ELIGIBLE
STU_IN_31546,Lakshmi Patel,Female,Maharashtra,Aurangabad,General,169828,72.9,Undergraduate (UG),Class 10 CBSE/State Board,Government Aided,1,0,SCHOL_NMMSS,National Means-cum-Merit Scholarship Scheme,55.0,350000,POTENTIALLY_ELIGIBLE
STU_IN_31547,Dinesh Verma,Male,Odisha,Cuttack,SC,704804,79.4,Postgraduate (PG),B.Com Honors,Private Self-Financed,0,0,SCHOL_ISHAN_UDAY,Ishan Uday Special Scholarship for North Eastern Region,60.0,450000,VERIFY
STU_IN_31548,Karan Patel,Male,Bihar,Purnia,OBC,44372,93.3,Postgraduate (PG),B.Sc Agriculture,Government Aided,0,0,SCHOL_BEGUM_HAZRAT,Begum Hazrat Mahal National Scholarship for Minority Girls,50.0,200000,POTENTIALLY_ELIGIBLE
STU_IN_31549,Savita Yadav,Female,West Bengal,Howrah,SC,433530,58.4,Diploma / ITI,M.Sc Physics,Private Self-Financed,0,0,SCHOL_BEGUM_HAZRAT,Begum Hazrat Mahal National Scholarship for Minority Girls,50.0,200000,VERIFY
STU_IN_31550,Rahul Reddy,Male,Karnataka,Dharwad,EWS,753986,59.5,Postgraduate (PG),B.Sc Agriculture,Government Aided,0,0,SCHOL_ISHAN_UDAY,Ishan Uday Special Scholarship for North Eastern Region,60.0,450000,VERIFY
STU_IN_31551,Mahesh Singh,Male,Karnataka,Mangaluru,OBC,653078,95.9,Postgraduate (PG),Class 10 CBSE/State Board,Government Institution,0,1,SCHOL_CENTRAL_SECTOR,Central Sector Scheme of Scholarships for University Students,80.0,450000,VERIFY
STU_IN_31552,Shweta Nair,Female,Punjab,Patiala,OBC,124952,53.5,Postgraduate (PG),B.Sc Agriculture,Government Aided,0,0,SCHOL_POST_MATRIC_OBC,Post-Matric Scholarship for OBC Students,50.0,250000,POTENTIALLY_ELIGIBLE
STU_IN_31553,Rohan Sheikh,Male,Odisha,Sambalpur,General,752928,85.7,School (9th-12th),B.Tech Computer Science,Government Aided,0,0,SCHOL_PRAGATI_GIRLS,AICTE Pragati Scholarship for Girl Students,60.0,800000,POTENTIALLY_ELIGIBLE
STU_IN_31554,Vijay Patel,Male,Maharashtra,Solapur,OBC,79659,66.5,School (9th-12th),Class 12 Science,Government Institution,0,0,SCHOL_POST_MATRIC_OBC,Post-Matric Scholarship for OBC Students,50.0,250000,POTENTIALLY_ELIGIBLE
STU_IN_31555,Rekha Deshmukh,Female,Haryana,Hisar,ST,170327,65.8,School (9th-12th),Diploma Mechanical,Private Self-Financed,0,0,SCHOL_BEGUM_HAZRAT,Begum Hazrat Mahal National Scholarship for Minority Girls,50.0,200000,POTENTIALLY_ELIGIBLE
STU_IN_31556,Rahul Gowda,Male,Gujarat,Jamnagar,OBC,110249,55.9,Postgraduate (PG),M.Sc Physics,Private Self-Financed,0,0,SCHOL_NMMSS,National Means-cum-Merit Scholarship Scheme,55.0,350000,POTENTIALLY_ELIGIBLE
STU_IN_31557,Deepika Shah,Female,Assam,Jorhat,SC,84196,74.8,Postgraduate (PG),BA Political Science,Government Institution,0,0,SCHOL_BEGUM_HAZRAT,Begum Hazrat Mahal National Scholarship for Minority Girls,50.0,200000,POTENTIALLY_ELIGIBLE
STU_IN_31558,Priya Mehta,Female,Haryana,Hisar,SC,594205,77.7,Diploma / ITI,BA Political Science,Government Aided,0,0,SCHOL_PM_YASHASVI,PM YASHASVI Top Class School & College Education,60.0,250000,VERIFY
STU_IN_31559,Neha Khan,Female,Assam,Jorhat,EWS,205027,74.0,Postgraduate (PG),Class 10 CBSE/State Board,Government Aided,0,0,SCHOL_PM_YASHASVI,PM YASHASVI Top Class School & College Education,60.0,250000,POTENTIALLY_ELIGIBLE
STU_IN_31560,Radha Gupta,Female,West Bengal,Murshidabad,OBC,616879,80.8,Postgraduate (PG),MBBS,Private Self-Financed,0,0,SCHOL_CENTRAL_SECTOR,Central Sector Scheme of Scholarships for University Students,80.0,450000,VERIFY
STU_IN_31561,Sujata Das,Female,Rajasthan,Kota,OBC,328875,88.7,Diploma / ITI,Class 12 Science,Government Institution,0,0,SCHOL_ISHAN_UDAY,Ishan Uday Special Scholarship for North Eastern Region,60.0,450000,POTENTIALLY_ELIGIBLE
STU_IN_31562,Sunita Deshmukh,Female,Odisha,Puri,General,71702,55.5,Undergraduate (UG),Class 10 CBSE/State Board,Government Institution,0,0,SCHOL_POST_MATRIC_OBC,Post-Matric Scholarship for OBC Students,50.0,250000,POTENTIALLY_ELIGIBLE
STU_IN_31563,Suresh Patel,Male,West Bengal,Kolkata,SC,746334,97.0,School (9th-12th),BA Political Science,Government Institution,0,0,SCHOL_ISHAN_UDAY,Ishan Uday Special Scholarship for North Eastern Region,60.0,450000,VERIFY
STU_IN_31564,Arjun Kumar,Male,Madhya Pradesh,Bhopal,EWS,229534,77.6,Undergraduate (UG),BA Political Science,Government Aided,0,0,SCHOL_PM_YASHASVI,PM YASHASVI Top Class School & College Education,60.0,250000,POTENTIALLY_ELIGIBLE
STU_IN_31565,Vikram Reddy,Male,Gujarat,Rajkot,SC,102436,48.0,Undergraduate (UG),B.Tech Computer Science,Government Institution,0,0,SCHOL_ISHAN_UDAY,Ishan Uday Special Scholarship for North Eastern Region,60.0,450000,VERIFY
STU_IN_31566,Vikram Gowda,Male,West Bengal,Kolkata,General,107041,94.1,Diploma / ITI,B.Tech Computer Science,Government Institution,0,0,SCHOL_PRAGATI_GIRLS,AICTE Pragati Scholarship for Girl Students,60.0,800000,POTENTIALLY_ELIGIBLE
STU_IN_31567,Suresh Khan,Male,Tamil Nadu,Salem,OBC,41130,64.9,Postgraduate (PG),Diploma Mechanical,Private Self-Financed,0,0,SCHOL_NMMSS,National Means-cum-Merit Scholarship Scheme,55.0,350000,POTENTIALLY_ELIGIBLE
STU_IN_31568,Shweta Mishra,Female,Uttar Pradesh,Varanasi,OBC,73609,64.2,Diploma / ITI,B.Tech Computer Science,Government Institution,0,0,SCHOL_CENTRAL_SECTOR,Central Sector Scheme of Scholarships for University Students,80.0,450000,VERIFY
STU_IN_31569,Meena Deshmukh,Female,Odisha,Puri,General,61885,82.7,Undergraduate (UG),B.Tech Computer Science,Government Institution,0,0,SCHOL_CENTRAL_SECTOR,Central Sector Scheme of Scholarships for University Students,80.0,450000,POTENTIALLY_ELIGIBLE
STU_IN_31570,Ramesh Joshi,Male,Uttar Pradesh,Lucknow,General,656137,92.5,Undergraduate (UG),BA Political Science,Private Self-Financed,0,0,SCHOL_BEGUM_HAZRAT,Begum Hazrat Mahal National Scholarship for Minority Girls,50.0,200000,VERIFY
STU_IN_31571,Ayesha Banerjee,Female,West Bengal,Howrah,OBC,358619,64.3,School (9th-12th),BA Political Science,Private Self-Financed,0,1,SCHOL_NMMSS,National Means-cum-Merit Scholarship Scheme,55.0,350000,VERIFY
STU_IN_31572,Rajesh Patil,Male,Odisha,Puri,General,767988,65.9,Undergraduate (UG),Class 10 CBSE/State Board,Private Self-Financed,0,0,SCHOL_POST_MATRIC_SC,Post-Matric Scholarship for SC Students,50.0,250000,VERIFY
STU_IN_31573,Preeti Patil,Female,Kerala,Kozhikode,OBC,485320,94.3,Postgraduate (PG),B.Sc Agriculture,Government Institution,1,0,SCHOL_BEGUM_HAZRAT,Begum Hazrat Mahal National Scholarship for Minority Girls,50.0,200000,VERIFY
STU_IN_31574,Rohan Verma,Male,Gujarat,Bhavnagar,OBC,842272,92.6,Diploma / ITI,B.Tech Computer Science,Government Institution,0,0,SCHOL_PM_YASHASVI,PM YASHASVI Top Class School & College Education,60.0,250000,VERIFY
STU_IN_31575,Mamta Sharma,Female,Tamil Nadu,Madurai,OBC,775615,63.9,Diploma / ITI,BA Political Science,Private Self-Financed,1,0,SCHOL_BEGUM_HAZRAT,Begum Hazrat Mahal National Scholarship for Minority Girls,50.0,200000,VERIFY
STU_IN_31576,Mahesh Verma,Male,Haryana,Panipat,OBC,29791,64.1,School (9th-12th),MBBS,Government Institution,0,0,SCHOL_PM_YASHASVI,PM YASHASVI Top Class School & College Education,60.0,250000,POTENTIALLY_ELIGIBLE
STU_IN_31577,Ganesh Verma,Male,Odisha,Cuttack,General,555738,67.6,Postgraduate (PG),Diploma Mechanical,Government Aided,0,0,SCHOL_PRAGATI_GIRLS,AICTE Pragati Scholarship for Girl Students,60.0,800000,POTENTIALLY_ELIGIBLE
STU_IN_31578,Pooja Reddy,Female,Maharashtra,Solapur,General,138636,60.2,Diploma / ITI,Class 10 CBSE/State Board,Government Aided,0,0,SCHOL_PM_YASHASVI,PM YASHASVI Top Class School & College Education,60.0,250000,POTENTIALLY_ELIGIBLE
STU_IN_31579,Deepak Mehta,Male,Assam,Guwahati,OBC,611715,69.4,Postgraduate (PG),Class 10 CBSE/State Board,Government Aided,0,0,SCHOL_POST_MATRIC_OBC,Post-Matric Scholarship for OBC Students,50.0,250000,VERIFY
STU_IN_31580,Seema Verma,Female,West Bengal,Durgapur,OBC,200044,86.7,Postgraduate (PG),Diploma Mechanical,Private Self-Financed,0,0,SCHOL_NMMSS,National Means-cum-Merit Scholarship Scheme,55.0,350000,POTENTIALLY_ELIGIBLE
STU_IN_31581,Tariq Mehta,Male,Assam,Silchar,SC,164582,60.2,Postgraduate (PG),MBBS,Government Aided,0,0,SCHOL_PRAGATI_GIRLS,AICTE Pragati Scholarship for Girl Students,60.0,800000,POTENTIALLY_ELIGIBLE
STU_IN_31582,Mamta Patel,Female,Punjab,Ludhiana,OBC,216832,56.9,School (9th-12th),BA Political Science,Government Aided,1,0,SCHOL_POST_MATRIC_SC,Post-Matric Scholarship for SC Students,50.0,250000,POTENTIALLY_ELIGIBLE
STU_IN_31583,Harpreet Sheikh,Male,Odisha,Cuttack,SC,178509,89.9,Diploma / ITI,Class 12 Science,Government Institution,0,0,SCHOL_NMMSS,National Means-cum-Merit Scholarship Scheme,55.0,350000,POTENTIALLY_ELIGIBLE
STU_IN_31584,Shweta Mehta,Female,Haryana,Panipat,OBC,103338,54.1,Diploma / ITI,MBBS,Private Self-Financed,1,0,SCHOL_PRAGATI_GIRLS,AICTE Pragati Scholarship for Girl Students,60.0,800000,VERIFY
STU_IN_31585,Priya Sheikh,Female,Haryana,Ambala,General,407592,87.2,Undergraduate (UG),B.Tech Computer Science,Private Self-Financed,1,0,SCHOL_PM_YASHASVI,PM YASHASVI Top Class School & College Education,60.0,250000,VERIFY
STU_IN_31586,Manoj Gowda,Male,Gujarat,Jamnagar,General,206792,80.4,Postgraduate (PG),Diploma Mechanical,Government Aided,0,0,SCHOL_ISHAN_UDAY,Ishan Uday Special Scholarship for North Eastern Region,60.0,450000,POTENTIALLY_ELIGIBLE
STU_IN_31587,Bhavna Sheikh,Female,Bihar,Patna,OBC,119749,58.2,Postgraduate (PG),Class 10 CBSE/State Board,Government Institution,0,0,SCHOL_NMMSS,National Means-cum-Merit Scholarship Scheme,55.0,350000,POTENTIALLY_ELIGIBLE
STU_IN_31588,Priya Gupta,Female,Bihar,Purnia,EWS,150505,91.6,Undergraduate (UG),B.Com Honors,Government Institution,0,0,SCHOL_POST_MATRIC_SC,Post-Matric Scholarship for SC Students,50.0,250000,POTENTIALLY_ELIGIBLE
STU_IN_31589,Arjun Patel,Male,Assam,Tezpur,OBC,96878,89.8,School (9th-12th),MBBS,Private Self-Financed,0,0,SCHOL_ISHAN_UDAY,Ishan Uday Special Scholarship for North Eastern Region,60.0,450000,POTENTIALLY_ELIGIBLE
STU_IN_31590,Priya Mishra,Female,Maharashtra,Aurangabad,ST,177010,58.1,School (9th-12th),Class 12 Science,Private Self-Financed,1,0,SCHOL_BEGUM_HAZRAT,Begum Hazrat Mahal National Scholarship for Minority Girls,50.0,200000,POTENTIALLY_ELIGIBLE
STU_IN_31591,Priya Kumar,Female,Odisha,Cuttack,OBC,190768,69.5,Diploma / ITI,MBBS,Private Self-Financed,0,0,SCHOL_POST_MATRIC_OBC,Post-Matric Scholarship for OBC Students,50.0,250000,POTENTIALLY_ELIGIBLE
